id,state,union_territory,district,city,category,subcategory,place_name,description,history,year_established,unesco_status,asi_protected,latitude,longitude,altitude,address,pincode,opening_days,opening_time,closing_time,entry_fee_indian,entry_fee_foreigner,student_discount,senior_citizen_discount,parking_available,wheelchair_accessible,guided_tours,audio_guide,photography_allowed,videography_allowed,best_time_to_visit,average_visit_duration,nearest_airport,nearest_railway_station,nearest_bus_station,official_website,contact_number,email,rating,number_of_reviews,main_image_url,gallery_image_1,gallery_image_2,gallery_image_3,gallery_image_4,gallery_image_5,status,created_at,updated_at
54,Maharashtra,No,Mumbai City,Mumbai,Historical Monuments,UNESCO Site,Gateway of India & CSMT,"Gateway of India & CSMT is a unesco site located in Maharashtra, categorized under Historical Monuments. Iconic colonial-era monument and UNESCO-listed Victorian Gothic railway terminus. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Iconic colonial-era monument and UNESCO-listed Victorian Gothic railway terminus. The site dates to 1924 / 1888, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1924 / 1888,Yes,Yes,18.922,72.8347,NULL,"Gateway of India & CSMT, Mumbai, Mumbai City, Maharashtra, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.3,4382,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
55,Maharashtra,No,Mumbai City,Mumbai,Caves,UNESCO Site,Elephanta Caves,"Elephanta Caves is a unesco site located in Maharashtra, categorized under Caves. UNESCO World Heritage Site with rock-cut Shiva temples on Elephanta Island. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site with rock-cut Shiva temples on Elephanta Island. The site dates to 5th-8th century CE, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",5th-8th century CE,Yes,Yes,18.9633,72.9315,NULL,"Elephanta Caves, Mumbai, Mumbai City, Maharashtra, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,432,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
56,Manipur,No,Bishnupur,Loktak,Lakes,Freshwater Lake,Loktak Lake,"Loktak Lake is a freshwater lake located in Manipur, categorized under Lakes. Largest freshwater lake in northeast India, known for its floating phumdis (islands). It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Largest freshwater lake in northeast India, known for its floating phumdis (islands). The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,24.5167,93.7833,NULL,"Loktak Lake, Loktak, Bishnupur, Manipur, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.3,9167,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
57,Manipur,No,Imphal West,Imphal,Memorials,War Memorial,"Indian National Army Memorial, Moirang","Indian National Army Memorial, Moirang is a war memorial located in Manipur, categorized under Memorials. Memorial marking where the INA first raised its flag on Indian soil. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Memorial marking where the INA first raised its flag on Indian soil. The site dates to Memorial commemorates 1944, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",Memorial commemorates 1944,No,No,24.5,93.7667,NULL,"Indian National Army Memorial, Moirang, Imphal, Imphal West, Manipur, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,9809,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
58,Meghalaya,No,East Khasi Hills,Cherrapunji,Waterfalls,Natural Site,Nohkalikai Falls,"Nohkalikai Falls is a natural site located in Meghalaya, categorized under Waterfalls. Tallest plunge waterfall in India, located near Cherrapunji. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Tallest plunge waterfall in India, located near Cherrapunji. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,25.28,91.7,NULL,"Nohkalikai Falls, Cherrapunji, East Khasi Hills, Meghalaya, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,11576,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
59,Meghalaya,No,West Jaintia Hills,Mawlynnong,Eco Parks,Model Village,Mawlynnong Village,"Mawlynnong Village is a model village located in Meghalaya, categorized under Eco Parks. Often cited as one of Asia's cleanest villages, known for living root bridges nearby. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Often cited as one of Asia's cleanest villages, known for living root bridges nearby. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,25.2019,91.935,NULL,"Mawlynnong Village, Mawlynnong, West Jaintia Hills, Meghalaya, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,1220,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
60,Mizoram,No,Aizawl,Aizawl,Museums,State Museum,Mizoram State Museum,"Mizoram State Museum is a state museum located in Mizoram, categorized under Museums. Showcases Mizo tribal history, culture, and traditional artifacts. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Showcases Mizo tribal history, culture, and traditional artifacts. The site dates to 1977, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1977,No,No,23.7271,92.7176,NULL,"Mizoram State Museum, Aizawl, Aizawl, Mizoram, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,6968,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
61,Mizoram,No,Champhai,Champhai,Hill Stations,Border Town,Champhai,"Champhai is a border town located in Mizoram, categorized under Hill Stations. Scenic border town known as the 'Rice Bowl of Mizoram' and vegetable gardens. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Scenic border town known as the 'Rice Bowl of Mizoram' and vegetable gardens. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,23.4667,93.3333,NULL,"Champhai, Champhai, Champhai, Mizoram, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.8,3554,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
62,Nagaland,No,Kohima,Kohima,Memorials,War Cemetery,Kohima War Cemetery,"Kohima War Cemetery is a war cemetery located in Nagaland, categorized under Memorials. Commonwealth war cemetery commemorating soldiers of the Battle of Kohima in WWII. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Commonwealth war cemetery commemorating soldiers of the Battle of Kohima in WWII. The site dates to 1944, established post-WWII, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.","1944, established post-WWII",No,No,25.6667,94.1167,NULL,"Kohima War Cemetery, Kohima, Kohima, Nagaland, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,3942,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
63,Nagaland,No,Kohima,Khonoma,Handicraft Villages,Green Village,Khonoma Village,"Khonoma Village is a green village located in Nagaland, categorized under Handicraft Villages. One of Asia's first 'green villages', known for Angami Naga heritage and terrace farming. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","One of Asia's first 'green villages', known for Angami Naga heritage and terrace farming. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,25.6482,94.0396,NULL,"Khonoma Village, Khonoma, Kohima, Nagaland, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,2591,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
64,Odisha,No,Puri,Puri,Temples,Char Dham,"Jagannath Temple, Puri","Jagannath Temple, Puri is a char dham located in Odisha, categorized under Temples. One of the Char Dham pilgrimage sites, famous for the annual Rath Yatra festival. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","One of the Char Dham pilgrimage sites, famous for the annual Rath Yatra festival. The site dates to 12th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",12th century,No,Yes,19.8048,85.818,NULL,"Jagannath Temple, Puri, Puri, Puri, Odisha, India",NULL,Daily,05:00,21:00,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.6,11614,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
65,Odisha,No,Puri,Konark,Temples,UNESCO Site,Konark Sun Temple,"Konark Sun Temple is a unesco site located in Odisha, categorized under Temples. UNESCO World Heritage Site shaped as a colossal chariot dedicated to the Sun God. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site shaped as a colossal chariot dedicated to the Sun God. The site dates to 13th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",13th century,Yes,Yes,19.8876,86.0945,NULL,"Konark Sun Temple, Konark, Puri, Odisha, India",NULL,Daily,05:00,21:00,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,11197,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
66,Odisha,No,Puri/Ganjam,Chilika,Lakes,Lagoon,Chilika Lake,"Chilika Lake is a lagoon located in Odisha, categorized under Lakes. Asia's largest brackish water lagoon, a major wintering ground for migratory birds. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Asia's largest brackish water lagoon, a major wintering ground for migratory birds. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,19.7,85.32,NULL,"Chilika Lake, Chilika, Puri/Ganjam, Odisha, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.3,8206,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
67,Punjab,No,Amritsar,Amritsar,Gurudwaras,Sikh Shrine,Golden Temple (Harmandir Sahib),"Golden Temple (Harmandir Sahib) is a sikh shrine located in Punjab, categorized under Gurudwaras. Holiest Gurdwara of Sikhism, renowned for its gold-plated sanctum and community kitchen. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Holiest Gurdwara of Sikhism, renowned for its gold-plated sanctum and community kitchen. The site dates to 1604, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1604,No,No,31.62,74.8765,NULL,"Golden Temple (Harmandir Sahib), Amritsar, Amritsar, Punjab, India",NULL,Daily,05:00,21:00,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.5,6711,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
68,Punjab,No,Amritsar,Amritsar,Memorials,Historic Site,Jallianwala Bagh,"Jallianwala Bagh is a historic site located in Punjab, categorized under Memorials. Memorial garden commemorating the victims of the 1919 Jallianwala Bagh massacre. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Memorial garden commemorating the victims of the 1919 Jallianwala Bagh massacre. The site dates to Massacre site 1919, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",Massacre site 1919,No,No,31.6209,74.8801,NULL,"Jallianwala Bagh, Amritsar, Amritsar, Punjab, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,6077,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
69,Rajasthan,No,Jaipur,Jaipur,Palaces,UNESCO Site,Amber Fort,"Amber Fort is a unesco site located in Rajasthan, categorized under Palaces. Hilltop fort-palace of amber sandstone, part of the Hill Forts of Rajasthan UNESCO listing. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Hilltop fort-palace of amber sandstone, part of the Hill Forts of Rajasthan UNESCO listing. The site dates to 1592, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1592,Yes,Yes,26.9855,75.8513,NULL,"Amber Fort, Jaipur, Jaipur, Rajasthan, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,10472,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
70,Rajasthan,No,Jaipur,Jaipur,Observatories,UNESCO Site,"Jantar Mantar, Jaipur","Jantar Mantar, Jaipur is a unesco site located in Rajasthan, categorized under Observatories. UNESCO-listed astronomical observatory built by Maharaja Jai Singh II. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO-listed astronomical observatory built by Maharaja Jai Singh II. The site dates to 1734, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1734,Yes,Yes,26.9246,75.8246,NULL,"Jantar Mantar, Jaipur, Jaipur, Jaipur, Rajasthan, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,2074,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
